"","POB","YEAR","MIN","MAX","MINEXPT","MINAWORK","MINEWORK","NEXTYEAR","BIRTHPL"
"2742","Utah",1925,"8","18","8","NR","8",1929,49
"2743","Utah",1926,"8","18","8","NR","8",1929,49
"2744","Utah",1927,"8","18","8","NR","8",1929,49
"2745","Utah",1928,"8","18","8","NR","8",1929,49
"2746","Utah",1929,"8","18","8","NR","8",1935,49
"2747","Utah",1930,"8","18","8","NR","8",1935,49
"2748","Utah",1931,"8","18","8","NR","8",1935,49
"2749","Utah",1932,"8","18","8","NR","8",1935,49
"2750","Utah",1933,"8","18","8","NR","8",1935,49
"2751","Utah",1934,"8","18","8","NR","8",1935,49
"2752","Utah",1935,"8","18","12","14","8",1939,49
"2753","Utah",1936,"8","18","12","14","8",1939,49
"2754","Utah",1937,"8","18","12","14","8",1939,49
"2755","Utah",1938,"8","18","12","14","8",1939,49
"2756","Utah",1939,"7","18","12","14","8",1946,49
"2757","Utah",1940,"7","18","12","14","8",1946,49
"2758","Utah",1941,"7","18","12","14","8",1946,49
"2759","Utah",1942,"7","18","12","14","8",1946,49
"2760","Utah",1943,"7","18","12","14","8",1946,49
"2761","Utah",1944,"7","18","12","14","8",1946,49
"2762","Utah",1945,"7","18","12","14","8",1946,49
"2763","Utah",1946,"8","18","8","16","NR",1950,49
"2764","Utah",1947,"8","18","8","16","NR",1950,49
"2765","Utah",1948,"8","18","8","16","NR",1950,49
"2766","Utah",1949,"8","18","8","16","NR",1950,49
"2767","Utah",1950,"8","18","8","16","NR",1954,49
"2768","Utah",1951,"8","18","8","16","NR",1954,49
"2769","Utah",1952,"8","18","8","16","NR",1954,49
"2770","Utah",1953,"8","18","8","16","NR",1954,49
"2771","Utah",1954,"6","18","12","16","8",1959,49
"2772","Utah",1955,"6","18","12","16","8",1959,49
"2773","Utah",1956,"6","18","12","16","8",1959,49
"2774","Utah",1957,"6","18","12","16","8",1959,49
"2775","Utah",1958,"6","18","12","16","8",1959,49
"2776","Utah",1959,"6","18","12","14","NR",1965,49
"2777","Utah",1960,"6","18","12","14","NR",1965,49
"2778","Utah",1961,"6","18","12","14","NR",1965,49
"2779","Utah",1962,"6","18","12","14","NR",1965,49
"2780","Utah",1963,"6","18","12","14","NR",1965,49
"2781","Utah",1964,"6","18","12","14","NR",1965,49
"2782","Utah",1965,"6","18","12","14","NR",1972,49
"2783","Utah",1966,"6","18","12","14","NR",1972,49
"2784","Utah",1967,"6","18","12","14","NR",1972,49
"2785","Utah",1968,"6","18","12","14","NR",1972,49
"2786","Utah",1969,"6","18","12","14","NR",1972,49
"2787","Utah",1970,"6","18","12","14","NR",1972,49
"2788","Utah",1971,"6","18","12","14","NR",1972,49
"2789","Utah",1972,"6","18","12","14","NR",1978,49
"2790","Utah",1973,"6","18","12","14","NR",1978,49
"2791","Utah",1974,"6","18","12","14","NR",1978,49
"2792","Utah",1975,"6","18","12","14","NR",1978,49
"2793","Utah",1976,"6","18","12","14","NR",1978,49
"2794","Utah",1977,"6","18","12","14","NR",1978,49
"2795","Utah",1978,"6","18","12","16","NR",1979,49
"2796","Vermont",1914,"8","16","8","15","6",1917,50
"2797","Vermont",1915,"8","16","8","15","6",1917,50
"2798","Vermont",1916,"8","16","8","15","6",1917,50
"2799","Vermont",1917,"8","16","6","15","6",1921,50
"2800","Vermont",1918,"8","16","6","15","6",1921,50
"2801","Vermont",1919,"8","16","6","15","6",1921,50
"2802","Vermont",1920,"8","16","6","15","6",1921,50
"2803","Vermont",1921,"8","16","6","14","6",1924,50
"2804","Vermont",1922,"8","16","6","14","6",1924,50
"2805","Vermont",1923,"8","16","6","14","6",1924,50
"2806","Vermont",1924,"8","16","6","14","6",1929,50
"2807","Vermont",1925,"8","16","6","14","6",1929,50
"2808","Vermont",1926,"8","16","6","14","6",1929,50
"2809","Vermont",1927,"8","16","6","14","6",1929,50
"2810","Vermont",1928,"8","16","6","14","6",1929,50
"2811","Vermont",1929,"8","16","6","14","8",1935,50
"2812","Vermont",1930,"8","16","6","14","8",1935,50
"2813","Vermont",1931,"8","16","6","14","8",1935,50
"2814","Vermont",1932,"8","16","6","14","8",1935,50
"2815","Vermont",1933,"8","16","6","14","8",1935,50
"2816","Vermont",1934,"8","16","6","14","8",1935,50
"2817","Vermont",1935,"8","16","8","14","8",1939,50
"2818","Vermont",1936,"8","16","8","14","8",1939,50
"2819","Vermont",1937,"8","16","8","14","8",1939,50
"2820","Vermont",1938,"8","16","8","14","8",1939,50
"2821","Vermont",1939,"8","16","8","14","8",1946,50
"2822","Vermont",1940,"8","16","8","14","8",1946,50
"2823","Vermont",1941,"8","16","8","14","8",1946,50
"2824","Vermont",1942,"8","16","8","14","8",1946,50
"2825","Vermont",1943,"8","16","8","14","8",1946,50
"2826","Vermont",1944,"8","16","8","14","8",1946,50
"2827","Vermont",1945,"8","16","8","14","8",1946,50
"2828","Vermont",1946,"7","16","6","14","8",1950,50
"2829","Vermont",1947,"7","16","6","14","8",1950,50
"2830","Vermont",1948,"7","16","6","14","8",1950,50
"2831","Vermont",1949,"7","16","6","14","8",1950,50
"2832","Vermont",1950,"7","16","6","14","8",1954,50
"2833","Vermont",1951,"7","16","6","14","8",1954,50
"2834","Vermont",1952,"7","16","6","14","8",1954,50
"2835","Vermont",1953,"7","16","6","14","8",1954,50
"2836","Vermont",1954,"7","16","6","14","6",1959,50
"2837","Vermont",1955,"7","16","6","14","6",1959,50
"2838","Vermont",1956,"7","16","6","14","6",1959,50
"2839","Vermont",1957,"7","16","6","14","6",1959,50
"2840","Vermont",1958,"7","16","6","14","6",1959,50
"2841","Vermont",1959,"7","16","6","14","8",1965,50
"2842","Vermont",1960,"7","16","6","14","8",1965,50
"2843","Vermont",1961,"7","16","6","14","8",1965,50
"2844","Vermont",1962,"7","16","6","14","8",1965,50
"2845","Vermont",1963,"7","16","6","14","8",1965,50
"2846","Vermont",1964,"7","16","6","14","8",1965,50
"2847","Vermont",1965,"7","16","10","14","8",1972,50
"2848","Vermont",1966,"7","16","10","14","8",1972,50
"2849","Vermont",1967,"7","16","10","14","8",1972,50
"2850","Vermont",1968,"7","16","10","14","8",1972,50
"2851","Vermont",1969,"7","16","10","14","8",1972,50
"2852","Vermont",1970,"7","16","10","14","8",1972,50
"2853","Vermont",1971,"7","16","10","14","8",1972,50
"2854","Vermont",1972,"7","16","10","14","6",1978,50
"2855","Vermont",1973,"7","16","10","14","6",1978,50
"2856","Vermont",1974,"7","16","10","14","6",1978,50
"2857","Vermont",1975,"7","16","10","14","6",1978,50
"2858","Vermont",1976,"7","16","10","14","6",1978,50
"2859","Vermont",1977,"7","16","10","14","6",1978,50
"2860","Vermont",1978,"7","16","10","14","6",1979,50
"2861","Virginia",1914,"8","12","NR","NR","NR",1917,51
"2862","Virginia",1915,"8","12","NR","NR","NR",1917,51
"2863","Virginia",1916,"8","12","NR","NR","NR",1917,51
"2864","Virginia",1917,"8","12","4","14","NR",1921,51
"2865","Virginia",1918,"8","12","4","14","NR",1921,51
"2866","Virginia",1919,"8","12","4","14","NR",1921,51
"2867","Virginia",1920,"8","12","4","14","NR",1921,51
"2868","Virginia",1921,"8","12","NR","14","NR",1924,51
"2869","Virginia",1922,"8","12","NR","14","NR",1924,51
"2870","Virginia",1923,"8","12","NR","14","NR",1924,51
"2871","Virginia",1924,"8","14","6","14","NR",1929,51
"2872","Virginia",1925,"8","14","6","14","NR",1929,51
"2873","Virginia",1926,"8","14","6","14","NR",1929,51
"2874","Virginia",1927,"8","14","6","14","NR",1929,51
"2875","Virginia",1928,"8","14","6","14","NR",1929,51
"2876","Virginia",1929,"8","15","6","14","NR",1935,51
"2877","Virginia",1930,"8","15","6","14","NR",1935,51
"2878","Virginia",1931,"8","15","6","14","NR",1935,51
"2879","Virginia",1932,"8","15","6","14","NR",1935,51
"2880","Virginia",1933,"8","15","6","14","NR",1935,51
"2881","Virginia",1934,"8","15","6","14","NR",1935,51
"2882","Virginia",1935,"7","15","7","14","8",1939,51
"2883","Virginia",1936,"7","15","7","14","8",1939,51
"2884","Virginia",1937,"7","15","7","14","8",1939,51
"2885","Virginia",1938,"7","15","7","14","8",1939,51
"2886","Virginia",1939,"7","15","7","14","8",1946,51
"2887","Virginia",1940,"7","15","7","14","8",1946,51
"2888","Virginia",1941,"7","15","7","14","8",1946,51
"2889","Virginia",1942,"7","15","7","14","8",1946,51
"2890","Virginia",1943,"7","15","7","14","8",1946,51
"2891","Virginia",1944,"7","15","7","14","8",1946,51
"2892","Virginia",1945,"7","15","7","14","8",1946,51
"2893","Virginia",1946,"7","16","NR","14","NR",1950,51
"2894","Virginia",1947,"7","16","NR","14","NR",1950,51
"2895","Virginia",1948,"7","16","NR","14","NR",1950,51
"2896","Virginia",1949,"7","16","NR","14","NR",1950,51
"2897","Virginia",1950,"7","16","NR","16","NR",1954,51
"2898","Virginia",1951,"7","16","NR","16","NR",1954,51
"2899","Virginia",1952,"7","16","NR","16","NR",1954,51
"2900","Virginia",1953,"7","16","NR","16","NR",1954,51
"2901","Virginia",1954,"7","16","NR","16","12",1959,51
"2902","Virginia",1955,"7","16","NR","16","12",1959,51
"2903","Virginia",1956,"7","16","NR","16","12",1959,51
"2904","Virginia",1957,"7","16","NR","16","12",1959,51
"2905","Virginia",1958,"7","16","NR","16","12",1959,51
"2906","Virginia",1959,"7","16","NR","16","NR",1965,51
"2907","Virginia",1960,"7","16","NR","16","NR",1965,51
"2908","Virginia",1961,"7","16","NR","16","NR",1965,51
"2909","Virginia",1962,"7","16","NR","16","NR",1965,51
"2910","Virginia",1963,"7","16","NR","16","NR",1965,51
"2911","Virginia",1964,"7","16","NR","16","NR",1965,51
"2912","Virginia",1965,"7","16","NR","16","NR",1972,51
"2913","Virginia",1966,"7","16","NR","16","NR",1972,51
"2914","Virginia",1967,"7","16","NR","16","NR",1972,51
"2915","Virginia",1968,"7","16","NR","16","NR",1972,51
"2916","Virginia",1969,"7","16","NR","16","NR",1972,51
"2917","Virginia",1970,"7","16","NR","16","NR",1972,51
"2918","Virginia",1971,"7","16","NR","16","NR",1972,51
"2919","Virginia",1972,"6","17","NR","16","NR",1978,51
"2920","Virginia",1973,"6","17","NR","16","NR",1978,51
"2921","Virginia",1974,"6","17","NR","16","NR",1978,51
"2922","Virginia",1975,"6","17","NR","16","NR",1978,51
"2923","Virginia",1976,"6","17","NR","16","NR",1978,51
"2924","Virginia",1977,"6","17","NR","16","NR",1978,51
"2925","Virginia",1978,"6","17","NR","16","NR",1979,51
"2926","Washingt",1914,"8","16","8","14","8",1917,53
"2927","Washingt",1915,"8","16","8","14","8",1917,53
"2928","Washingt",1916,"8","16","8","14","8",1917,53
"2929","Washingt",1917,"8","16","6","12","6",1921,53
"2930","Washingt",1918,"8","16","6","12","6",1921,53
"2931","Washingt",1919,"8","16","6","12","6",1921,53
"2932","Washingt",1920,"8","16","6","12","6",1921,53
"2933","Washingt",1921,"8","16","8","14","8",1924,53
"2934","Washingt",1922,"8","16","8","14","8",1924,53
"2935","Washingt",1923,"8","16","8","14","8",1924,53
"2936","Washingt",1924,"8","16","8","14","8",1929,53
"2937","Washingt",1925,"8","16","8","14","8",1929,53
"2938","Washingt",1926,"8","16","8","14","8",1929,53
"2939","Washingt",1927,"8","16","8","14","8",1929,53
"2940","Washingt",1928,"8","16","8","14","8",1929,53
"2941","Washingt",1929,"8","16","8","14","8",1935,53
"2942","Washingt",1930,"8","16","8","14","8",1935,53
"2943","Washingt",1931,"8","16","8","14","8",1935,53
"2944","Washingt",1932,"8","16","8","14","8",1935,53
"2945","Washingt",1933,"8","16","8","14","8",1935,53
"2946","Washingt",1934,"8","16","8","14","8",1935,53
"2947","Washingt",1935,"8","16","8","14","8",1939,53
"2948","Washingt",1936,"8","16","8","14","8",1939,53
"2949","Washingt",1937,"8","16","8","14","8",1939,53
"2950","Washingt",1938,"8","16","8","14","8",1939,53
"2951","Washingt",1939,"8","16","8","14","8",1946,53
"2952","Washingt",1940,"8","16","8","14","8",1946,53
"2953","Washingt",1941,"8","16","8","14","8",1946,53
"2954","Washingt",1942,"8","16","8","14","8",1946,53
"2955","Washingt",1943,"8","16","8","14","8",1946,53
"2956","Washingt",1944,"8","16","8","14","8",1946,53
"2957","Washingt",1945,"8","16","8","14","8",1946,53
"2958","Washingt",1946,"8","16","8","14","8",1950,53
"2959","Washingt",1947,"8","16","8","14","8",1950,53
"2960","Washingt",1948,"8","16","8","14","8",1950,53
"2961","Washingt",1949,"8","16","8","14","8",1950,53
"2962","Washingt",1950,"8","16","8","14","8",1954,53
"2963","Washingt",1951,"8","16","8","14","8",1954,53
"2964","Washingt",1952,"8","16","8","14","8",1954,53
"2965","Washingt",1953,"8","16","8","14","8",1954,53
"2966","Washingt",1954,"8","16","8","14","8",1959,53
"2967","Washingt",1955,"8","16","8","14","8",1959,53
"2968","Washingt",1956,"8","16","8","14","8",1959,53
"2969","Washingt",1957,"8","16","8","14","8",1959,53
"2970","Washingt",1958,"8","16","8","14","8",1959,53
"2971","Washingt",1959,"8","16","8","14","8",1965,53
"2972","Washingt",1960,"8","16","8","14","8",1965,53
"2973","Washingt",1961,"8","16","8","14","8",1965,53
"2974","Washingt",1962,"8","16","8","14","8",1965,53
"2975","Washingt",1963,"8","16","8","14","8",1965,53
"2976","Washingt",1964,"8","16","8","14","8",1965,53
"2977","Washingt",1965,"8","16","8","14","8",1972,53
"2978","Washingt",1966,"8","16","8","14","8",1972,53
"2979","Washingt",1967,"8","16","8","14","8",1972,53
"2980","Washingt",1968,"8","16","8","14","8",1972,53
"2981","Washingt",1969,"8","16","8","14","8",1972,53
"2982","Washingt",1970,"8","16","8","14","8",1972,53
"2983","Washingt",1971,"8","16","8","14","8",1972,53
"2984","Washingt",1972,"8","16","8","14","8",1978,53
"2985","Washingt",1973,"8","16","8","14","8",1978,53
"2986","Washingt",1974,"8","16","8","14","8",1978,53
"2987","Washingt",1975,"8","16","8","14","8",1978,53
"2988","Washingt",1976,"8","16","8","14","8",1978,53
"2989","Washingt",1977,"8","16","8","14","8",1978,53
"2990","Washingt",1978,"8","18","9","14","8",1979,53
"2991","WestVirg",1914,"8","15","NR","14","NR",1917,54
"2992","WestVirg",1915,"8","15","NR","14","NR",1917,54
"2993","WestVirg",1916,"8","15","NR","14","NR",1917,54
"2994","WestVirg",1917,"8","15","NR","14","4",1921,54
"2995","WestVirg",1918,"8","15","NR","14","4",1921,54
"2996","WestVirg",1919,"8","15","NR","14","4",1921,54
"2997","WestVirg",1920,"8","15","NR","14","4",1921,54
"2998","WestVirg",1921,"7","16","NR","14","6",1924,54
"2999","WestVirg",1922,"7","16","NR","14","6",1924,54
"3000","WestVirg",1923,"7","16","NR","14","6",1924,54
"3001","WestVirg",1924,"7","16","NR","14","6",1929,54
"3002","WestVirg",1925,"7","16","NR","14","6",1929,54
"3003","WestVirg",1926,"7","16","NR","14","6",1929,54
"3004","WestVirg",1927,"7","16","NR","14","6",1929,54
"3005","WestVirg",1928,"7","16","NR","14","6",1929,54
"3006","WestVirg",1929,"7","16","NR","14","6",1935,54
"3007","WestVirg",1930,"7","16","NR","14","6",1935,54
"3008","WestVirg",1931,"7","16","NR","14","6",1935,54
"3009","WestVirg",1932,"7","16","NR","14","6",1935,54
"3010","WestVirg",1933,"7","16","NR","14","6",1935,54
"3011","WestVirg",1934,"7","16","NR","14","6",1935,54
"3012","WestVirg",1935,"7","16","8","14","6",1939,54
"3013","WestVirg",1936,"7","16","8","14","6",1939,54
"3014","WestVirg",1937,"7","16","8","14","6",1939,54
"3015","WestVirg",1938,"7","16","8","14","6",1939,54
"3016","WestVirg",1939,"7","16","8","14","6",1946,54
"3017","WestVirg",1940,"7","16","8","14","6",1946,54
"3018","WestVirg",1941,"7","16","8","14","6",1946,54
"3019","WestVirg",1942,"7","16","8","14","6",1946,54
"3020","WestVirg",1943,"7","16","8","14","6",1946,54
"3021","WestVirg",1944,"7","16","8","14","6",1946,54
"3022","WestVirg",1945,"7","16","8","14","6",1946,54
"3023","WestVirg",1946,"7","16","12","16","8",1950,54
"3024","WestVirg",1947,"7","16","12","16","8",1950,54
"3025","WestVirg",1948,"7","16","12","16","8",1950,54
"3026","WestVirg",1949,"7","16","12","16","8",1950,54
"3027","WestVirg",1950,"7","16","12","16","8",1954,54
"3028","WestVirg",1951,"7","16","12","16","8",1954,54
"3029","WestVirg",1952,"7","16","12","16","8",1954,54
"3030","WestVirg",1953,"7","16","12","16","8",1954,54
"3031","WestVirg",1954,"7","16","12","16","8",1959,54
"3032","WestVirg",1955,"7","16","12","16","8",1959,54
"3033","WestVirg",1956,"7","16","12","16","8",1959,54
"3034","WestVirg",1957,"7","16","12","16","8",1959,54
"3035","WestVirg",1958,"7","16","12","16","8",1959,54
"3036","WestVirg",1959,"7","16","12","16","8",1965,54
"3037","WestVirg",1960,"7","16","12","16","8",1965,54
"3038","WestVirg",1961,"7","16","12","16","8",1965,54
"3039","WestVirg",1962,"7","16","12","16","8",1965,54
"3040","WestVirg",1963,"7","16","12","16","8",1965,54
"3041","WestVirg",1964,"7","16","12","16","8",1965,54
"3042","WestVirg",1965,"7","16","12","16","8",1972,54
"3043","WestVirg",1966,"7","16","12","16","8",1972,54
"3044","WestVirg",1967,"7","16","12","16","8",1972,54
"3045","WestVirg",1968,"7","16","12","16","8",1972,54
"3046","WestVirg",1969,"7","16","12","16","8",1972,54
"3047","WestVirg",1970,"7","16","12","16","8",1972,54
"3048","WestVirg",1971,"7","16","12","16","8",1972,54
"3049","WestVirg",1972,"7","16","12","16","8",1978,54
"3050","WestVirg",1973,"7","16","12","16","8",1978,54
"3051","WestVirg",1974,"7","16","12","16","8",1978,54
"3052","WestVirg",1975,"7","16","12","16","8",1978,54
"3053","WestVirg",1976,"7","16","12","16","8",1978,54
"3054","WestVirg",1977,"7","16","12","16","8",1978,54
"3055","WestVirg",1978,"7","16","12","16","8",1979,54
"3056","Wisconsi",1914,"7","16","8","14","5",1917,55
"3057","Wisconsi",1915,"7","16","8","14","5",1917,55
"3058","Wisconsi",1916,"7","16","8","14","5",1917,55
"3059","Wisconsi",1917,"7","16","6","14","5",1921,55
"3060","Wisconsi",1918,"7","16","6","14","5",1921,55
"3061","Wisconsi",1919,"7","16","6","14","5",1921,55
"3062","Wisconsi",1920,"7","16","6","14","5",1921,55
"3063","Wisconsi",1921,"7","16","8","14","7",1924,55
"3064","Wisconsi",1922,"7","16","8","14","7",1924,55
"3065","Wisconsi",1923,"7","16","8","14","7",1924,55
"3066","Wisconsi",1924,"7","16","8","14","8",1929,55
"3067","Wisconsi",1925,"7","16","8","14","8",1929,55
"3068","Wisconsi",1926,"7","16","8","14","8",1929,55
"3069","Wisconsi",1927,"7","16","8","14","8",1929,55
"3070","Wisconsi",1928,"7","16","8","14","8",1929,55
"3071","Wisconsi",1929,"7","16","8","14","8",1935,55
"3072","Wisconsi",1930,"7","16","8","14","8",1935,55
"3073","Wisconsi",1931,"7","16","8","14","8",1935,55
"3074","Wisconsi",1932,"7","16","8","14","8",1935,55
"3075","Wisconsi",1933,"7","16","8","14","8",1935,55
"3076","Wisconsi",1934,"7","16","8","14","8",1935,55
"3077","Wisconsi",1935,"7","16","8","14","8",1939,55
"3078","Wisconsi",1936,"7","16","8","14","8",1939,55
"3079","Wisconsi",1937,"7","16","8","14","8",1939,55
"3080","Wisconsi",1938,"7","16","8","14","8",1939,55
"3081","Wisconsi",1939,"7","16","8","14","8",1946,55
"3082","Wisconsi",1940,"7","16","8","14","8",1946,55
"3083","Wisconsi",1941,"7","16","8","14","8",1946,55
"3084","Wisconsi",1942,"7","16","8","14","8",1946,55
"3085","Wisconsi",1943,"7","16","8","14","8",1946,55
"3086","Wisconsi",1944,"7","16","8","14","8",1946,55
"3087","Wisconsi",1945,"7","16","8","14","8",1946,55
"3088","Wisconsi",1946,"7","16","8","16","8",1950,55
"3089","Wisconsi",1947,"7","16","8","16","8",1950,55
"3090","Wisconsi",1948,"7","16","8","16","8",1950,55
"3091","Wisconsi",1949,"7","16","8","16","8",1950,55
"3092","Wisconsi",1950,"7","16","12","16","8",1954,55
"3093","Wisconsi",1951,"7","16","12","16","8",1954,55
"3094","Wisconsi",1952,"7","16","12","16","8",1954,55
"3095","Wisconsi",1953,"7","16","12","16","8",1954,55
"3096","Wisconsi",1954,"7","16","12","16","8",1959,55
"3097","Wisconsi",1955,"7","16","12","16","8",1959,55
"3098","Wisconsi",1956,"7","16","12","16","8",1959,55
"3099","Wisconsi",1957,"7","16","12","16","8",1959,55
"3100","Wisconsi",1958,"7","16","12","16","8",1959,55
"3101","Wisconsi",1959,"7","16","12","16","8",1965,55
"3102","Wisconsi",1960,"7","16","12","16","8",1965,55
"3103","Wisconsi",1961,"7","16","12","16","8",1965,55
"3104","Wisconsi",1962,"7","16","12","16","8",1965,55
"3105","Wisconsi",1963,"7","16","12","16","8",1965,55
"3106","Wisconsi",1964,"7","16","12","16","8",1965,55
"3107","Wisconsi",1965,"7","16","12","16","8",1972,55
"3108","Wisconsi",1966,"7","16","12","16","8",1972,55
"3109","Wisconsi",1967,"7","16","12","16","8",1972,55
"3110","Wisconsi",1968,"7","16","12","16","8",1972,55
"3111","Wisconsi",1969,"7","16","12","16","8",1972,55
"3112","Wisconsi",1970,"7","16","12","16","8",1972,55
"3113","Wisconsi",1971,"7","16","12","16","8",1972,55
"3114","Wisconsi",1972,"7","18","12","16","8",1978,55
"3115","Wisconsi",1973,"7","18","12","16","8",1978,55
"3116","Wisconsi",1974,"7","18","12","16","8",1978,55
"3117","Wisconsi",1975,"7","18","12","16","8",1978,55
"3118","Wisconsi",1976,"7","18","12","16","8",1978,55
"3119","Wisconsi",1977,"7","18","12","16","8",1978,55
"3120","Wisconsi",1978,"7","16","12","18","12",1979,55
"3121","Wyoming",1914,"7","14","NR","12","NR",1917,56
"3122","Wyoming",1915,"7","14","NR","12","NR",1917,56
"3123","Wyoming",1916,"7","14","NR","12","NR",1917,56
"3124","Wyoming",1917,"7","14","NR","7","NR",1921,56
"3125","Wyoming",1918,"7","14","NR","7","NR",1921,56
"3126","Wyoming",1919,"7","14","NR","7","NR",1921,56
"3127","Wyoming",1920,"7","14","NR","7","NR",1921,56
"3128","Wyoming",1921,"7","14","NR","NR","NR",1924,56
"3129","Wyoming",1922,"7","14","NR","NR","NR",1924,56
"3130","Wyoming",1923,"7","14","NR","NR","NR",1924,56
"3131","Wyoming",1924,"7","16","8","NR","NR",1929,56
"3132","Wyoming",1925,"7","16","8","NR","NR",1929,56
"3133","Wyoming",1926,"7","16","8","NR","NR",1929,56
"3134","Wyoming",1927,"7","16","8","NR","NR",1929,56
"3135","Wyoming",1928,"7","16","8","NR","NR",1929,56
"3136","Wyoming",1929,"7","17","8","NR","NR",1935,56
"3137","Wyoming",1930,"7","17","8","NR","NR",1935,56
"3138","Wyoming",1931,"7","17","8","NR","NR",1935,56
"3139","Wyoming",1932,"7","17","8","NR","NR",1935,56
"3140","Wyoming",1933,"7","17","8","NR","NR",1935,56
"3141","Wyoming",1934,"7","17","8","NR","NR",1935,56
"3142","Wyoming",1935,"7","17","8","14","8",1939,56
"3143","Wyoming",1936,"7","17","8","14","8",1939,56
"3144","Wyoming",1937,"7","17","8","14","8",1939,56
"3145","Wyoming",1938,"7","17","8","14","8",1939,56
"3146","Wyoming",1939,"7","17","8","14","8",1946,56
"3147","Wyoming",1940,"7","17","8","14","8",1946,56
"3148","Wyoming",1941,"7","17","8","14","8",1946,56
"3149","Wyoming",1942,"7","17","8","14","8",1946,56
"3150","Wyoming",1943,"7","17","8","14","8",1946,56
"3151","Wyoming",1944,"7","17","8","14","8",1946,56
"3152","Wyoming",1945,"7","17","8","14","8",1946,56
"3153","Wyoming",1946,"7","17","8","NR","NR",1950,56
"3154","Wyoming",1947,"7","17","8","NR","NR",1950,56
"3155","Wyoming",1948,"7","17","8","NR","NR",1950,56
"3156","Wyoming",1949,"7","17","8","NR","NR",1950,56
"3157","Wyoming",1950,"7","17","8","NR","NR",1954,56
"3158","Wyoming",1951,"7","17","8","NR","NR",1954,56
"3159","Wyoming",1952,"7","17","8","NR","NR",1954,56
"3160","Wyoming",1953,"7","17","8","NR","NR",1954,56
"3161","Wyoming",1954,"7","16","8","NR","8",1959,56
"3162","Wyoming",1955,"7","16","8","NR","8",1959,56
"3163","Wyoming",1956,"7","16","8","NR","8",1959,56
"3164","Wyoming",1957,"7","16","8","NR","8",1959,56
"3165","Wyoming",1958,"7","16","8","NR","8",1959,56
"3166","Wyoming",1959,"7","17","8","NR","8",1965,56
"3167","Wyoming",1960,"7","17","8","NR","8",1965,56
"3168","Wyoming",1961,"7","17","8","NR","8",1965,56
"3169","Wyoming",1962,"7","17","8","NR","8",1965,56
"3170","Wyoming",1963,"7","17","8","NR","8",1965,56
"3171","Wyoming",1964,"7","17","8","NR","8",1965,56
"3172","Wyoming",1965,"7","17","8","16","NR",1972,56
"3173","Wyoming",1966,"7","17","8","16","NR",1972,56
"3174","Wyoming",1967,"7","17","8","16","NR",1972,56
"3175","Wyoming",1968,"7","17","8","16","NR",1972,56
"3176","Wyoming",1969,"7","17","8","16","NR",1972,56
"3177","Wyoming",1970,"7","17","8","16","NR",1972,56
"3178","Wyoming",1971,"7","17","8","16","NR",1972,56
"3179","Wyoming",1972,"7","17","8","16","NR",1978,56
"3180","Wyoming",1973,"7","17","8","16","NR",1978,56
"3181","Wyoming",1974,"7","17","8","16","NR",1978,56
"3182","Wyoming",1975,"7","17","8","16","NR",1978,56
"3183","Wyoming",1976,"7","17","8","16","NR",1978,56
"3184","Wyoming",1977,"7","17","8","16","NR",1978,56
"3185","Wyoming",1978,"7","16","8","16","NR",1979,56
