,POB,YEAR,MIN,MAX,req_sch,work_age,work_sch,NEXTYEAR,BIRTHPL,ca,cl,ca8,ca9,ca10,ca11,cl6,cl7,cl8,cl9
1628,Nebraska,1916,7,15,0,14,0,1917,31,8,7,1,0,0,0,0,1,0,0
1629,Nebraska,1917,7,16,0,14,0,1921,31,9,7,0,1,0,0,0,1,0,0
1630,Nebraska,1918,7,16,0,14,0,1921,31,9,7,0,1,0,0,0,1,0,0
1631,Nebraska,1919,7,16,0,14,0,1921,31,9,7,0,1,0,0,0,1,0,0
1632,Nebraska,1920,7,16,0,14,0,1921,31,9,7,0,1,0,0,0,1,0,0
1633,Nebraska,1921,7,16,0,14,8,1924,31,9,8,0,1,0,0,0,0,1,0
1634,Nebraska,1922,7,16,0,14,8,1924,31,9,8,0,1,0,0,0,0,1,0
1635,Nebraska,1923,7,16,0,14,8,1924,31,9,8,0,1,0,0,0,0,1,0
1636,Nebraska,1924,7,16,12,14,8,1929,31,12,8,0,0,0,1,0,0,1,0
1637,Nebraska,1925,7,16,12,14,8,1929,31,12,8,0,0,0,1,0,0,1,0
1638,Nebraska,1926,7,16,12,14,8,1929,31,12,8,0,0,0,1,0,0,1,0
1639,Nebraska,1927,7,16,12,14,8,1929,31,12,8,0,0,0,1,0,0,1,0
1640,Nebraska,1928,7,16,12,14,8,1929,31,12,8,0,0,0,1,0,0,1,0
1641,Nebraska,1929,7,16,12,14,8,1935,31,12,8,0,0,0,1,0,0,1,0
1642,Nebraska,1930,7,16,12,14,8,1935,31,12,8,0,0,0,1,0,0,1,0
1643,Nebraska,1931,7,16,12,14,8,1935,31,12,8,0,0,0,1,0,0,1,0
1644,Nebraska,1932,7,16,12,14,8,1935,31,12,8,0,0,0,1,0,0,1,0
1645,Nebraska,1933,7,16,12,14,8,1935,31,12,8,0,0,0,1,0,0,1,0
1646,Nebraska,1934,7,16,12,14,8,1935,31,12,8,0,0,0,1,0,0,1,0
1647,Nebraska,1935,7,16,12,14,8,1939,31,12,8,0,0,0,1,0,0,1,0
1648,Nebraska,1936,7,16,12,14,8,1939,31,12,8,0,0,0,1,0,0,1,0
1649,Nebraska,1937,7,16,12,14,8,1939,31,12,8,0,0,0,1,0,0,1,0
1650,Nebraska,1938,7,16,12,14,8,1939,31,12,8,0,0,0,1,0,0,1,0
1651,Nebraska,1939,7,16,12,14,8,1946,31,12,8,0,0,0,1,0,0,1,0
1652,Nebraska,1940,7,16,12,14,8,1946,31,12,8,0,0,0,1,0,0,1,0
1653,Nebraska,1941,7,16,12,14,8,1946,31,12,8,0,0,0,1,0,0,1,0
1654,Nebraska,1942,7,16,12,14,8,1946,31,12,8,0,0,0,1,0,0,1,0
1655,Nebraska,1943,7,16,12,14,8,1946,31,12,8,0,0,0,1,0,0,1,0
1656,Nebraska,1944,7,16,12,14,8,1946,31,12,8,0,0,0,1,0,0,1,0
1657,Nebraska,1945,7,16,12,14,8,1946,31,12,8,0,0,0,1,0,0,1,0
1658,Nebraska,1946,7,16,12,14,8,1950,31,12,8,0,0,0,1,0,0,1,0
1659,Nebraska,1947,7,16,12,14,8,1950,31,12,8,0,0,0,1,0,0,1,0
1660,Nebraska,1948,7,16,12,14,8,1950,31,12,8,0,0,0,1,0,0,1,0
1661,Nebraska,1949,7,16,12,14,8,1950,31,12,8,0,0,0,1,0,0,1,0
1662,Nebraska,1950,7,16,12,14,8,1954,31,12,8,0,0,0,1,0,0,1,0
1663,Nebraska,1951,7,16,12,14,8,1954,31,12,8,0,0,0,1,0,0,1,0
1664,Nebraska,1952,7,16,12,14,8,1954,31,12,8,0,0,0,1,0,0,1,0
1665,Nebraska,1953,7,16,12,14,8,1954,31,12,8,0,0,0,1,0,0,1,0
1666,Nebraska,1954,7,16,12,14,8,1959,31,12,8,0,0,0,1,0,0,1,0
1667,Nebraska,1955,7,16,12,14,8,1959,31,12,8,0,0,0,1,0,0,1,0
1668,Nebraska,1956,7,16,12,14,8,1959,31,12,8,0,0,0,1,0,0,1,0
1669,Nebraska,1957,7,16,12,14,8,1959,31,12,8,0,0,0,1,0,0,1,0
1670,Nebraska,1958,7,16,12,14,8,1959,31,12,8,0,0,0,1,0,0,1,0
1671,Nebraska,1959,7,16,12,14,8,1965,31,12,8,0,0,0,1,0,0,1,0
1672,Nebraska,1960,7,16,12,14,8,1965,31,12,8,0,0,0,1,0,0,1,0
1673,Nebraska,1961,7,16,12,14,8,1965,31,12,8,0,0,0,1,0,0,1,0
1674,Nebraska,1962,7,16,12,14,8,1965,31,12,8,0,0,0,1,0,0,1,0
1675,Nebraska,1963,7,16,12,14,8,1965,31,12,8,0,0,0,1,0,0,1,0
1676,Nebraska,1964,7,16,12,14,8,1965,31,12,8,0,0,0,1,0,0,1,0
1677,Nebraska,1965,7,16,12,14,8,1972,31,12,8,0,0,0,1,0,0,1,0
1678,Nebraska,1966,7,16,12,14,8,1972,31,12,8,0,0,0,1,0,0,1,0
1679,Nebraska,1967,7,16,12,14,8,1972,31,12,8,0,0,0,1,0,0,1,0
1680,Nebraska,1968,7,16,12,14,8,1972,31,12,8,0,0,0,1,0,0,1,0
1681,Nebraska,1969,7,16,12,14,8,1972,31,12,8,0,0,0,1,0,0,1,0
1682,Nebraska,1970,7,16,12,14,8,1972,31,12,8,0,0,0,1,0,0,1,0
1683,Nebraska,1971,7,16,12,14,8,1972,31,12,8,0,0,0,1,0,0,1,0
1684,Nebraska,1972,7,16,12,14,8,1978,31,12,8,0,0,0,1,0,0,1,0
1685,Nebraska,1973,7,16,12,14,8,1978,31,12,8,0,0,0,1,0,0,1,0
1686,Nebraska,1974,7,16,12,14,8,1978,31,12,8,0,0,0,1,0,0,1,0
1687,Nebraska,1975,7,16,12,14,8,1978,31,12,8,0,0,0,1,0,0,1,0
1688,Nebraska,1976,7,16,12,14,8,1978,31,12,8,0,0,0,1,0,0,1,0
1689,Nebraska,1977,7,16,12,14,8,1978,31,12,8,0,0,0,1,0,0,1,0
1690,Nebraska,1978,7,16,12,14,6,1979,31,12,7,0,0,0,1,0,1,0,0
1691,Nevada,1914,8,16,8,14,0,1917,32,8,6,1,0,0,0,1,0,0,0
1692,Nevada,1915,8,16,8,14,0,1917,32,8,6,1,0,0,0,1,0,0,0
1693,Nevada,1916,8,16,8,14,0,1917,32,8,6,1,0,0,0,1,0,0,0
1694,Nevada,1917,8,16,6,14,0,1921,32,8,6,1,0,0,0,1,0,0,0
1695,Nevada,1918,8,16,6,14,0,1921,32,8,6,1,0,0,0,1,0,0,0
1696,Nevada,1919,8,16,6,14,0,1921,32,8,6,1,0,0,0,1,0,0,0
1697,Nevada,1920,8,16,6,14,0,1921,32,8,6,1,0,0,0,1,0,0,0
1698,Nevada,1921,8,16,8,14,0,1924,32,8,6,1,0,0,0,1,0,0,0
1699,Nevada,1922,8,16,8,14,0,1924,32,8,6,1,0,0,0,1,0,0,0
1700,Nevada,1923,8,16,8,14,0,1924,32,8,6,1,0,0,0,1,0,0,0
1701,Nevada,1924,7,18,12,14,0,1929,32,12,7,0,0,0,1,0,1,0,0
1702,Nevada,1925,7,18,12,14,0,1929,32,12,7,0,0,0,1,0,1,0,0
1703,Nevada,1926,7,18,12,14,0,1929,32,12,7,0,0,0,1,0,1,0,0
1704,Nevada,1927,7,18,12,14,0,1929,32,12,7,0,0,0,1,0,1,0,0
1705,Nevada,1928,7,18,12,14,0,1929,32,12,7,0,0,0,1,0,1,0,0
1706,Nevada,1929,7,18,12,14,0,1935,32,12,7,0,0,0,1,0,1,0,0
1707,Nevada,1930,7,18,12,14,0,1935,32,12,7,0,0,0,1,0,1,0,0
1708,Nevada,1931,7,18,12,14,0,1935,32,12,7,0,0,0,1,0,1,0,0
1709,Nevada,1932,7,18,12,14,0,1935,32,12,7,0,0,0,1,0,1,0,0
1710,Nevada,1933,7,18,12,14,0,1935,32,12,7,0,0,0,1,0,1,0,0
1711,Nevada,1934,7,18,12,14,0,1935,32,12,7,0,0,0,1,0,1,0,0
1712,Nevada,1935,7,18,12,14,8,1939,32,12,8,0,0,0,1,0,0,1,0
1713,Nevada,1936,7,18,12,14,8,1939,32,12,8,0,0,0,1,0,0,1,0
1714,Nevada,1937,7,18,12,14,8,1939,32,12,8,0,0,0,1,0,0,1,0
1715,Nevada,1938,7,18,12,14,8,1939,32,12,8,0,0,0,1,0,0,1,0
1716,Nevada,1939,7,18,12,14,8,1946,32,12,8,0,0,0,1,0,0,1,0
1717,Nevada,1940,7,18,12,14,8,1946,32,12,8,0,0,0,1,0,0,1,0
1718,Nevada,1941,7,18,12,14,8,1946,32,12,8,0,0,0,1,0,0,1,0
1719,Nevada,1942,7,18,12,14,8,1946,32,12,8,0,0,0,1,0,0,1,0
1720,Nevada,1943,7,18,12,14,8,1946,32,12,8,0,0,0,1,0,0,1,0
1721,Nevada,1944,7,18,12,14,8,1946,32,12,8,0,0,0,1,0,0,1,0
1722,Nevada,1945,7,18,12,14,8,1946,32,12,8,0,0,0,1,0,0,1,0
1723,Nevada,1946,7,18,12,14,8,1950,32,12,8,0,0,0,1,0,0,1,0
1724,Nevada,1947,7,18,12,14,8,1950,32,12,8,0,0,0,1,0,0,1,0
1725,Nevada,1948,7,18,12,14,8,1950,32,12,8,0,0,0,1,0,0,1,0
1726,Nevada,1949,7,18,12,14,8,1950,32,12,8,0,0,0,1,0,0,1,0
1727,Nevada,1950,7,18,12,14,8,1954,32,12,8,0,0,0,1,0,0,1,0
1728,Nevada,1951,7,18,12,14,8,1954,32,12,8,0,0,0,1,0,0,1,0
1729,Nevada,1952,7,18,12,14,8,1954,32,12,8,0,0,0,1,0,0,1,0
1730,Nevada,1953,7,18,12,14,8,1954,32,12,8,0,0,0,1,0,0,1,0
1731,Nevada,1954,7,18,12,14,8,1959,32,12,8,0,0,0,1,0,0,1,0
1732,Nevada,1955,7,18,12,14,8,1959,32,12,8,0,0,0,1,0,0,1,0
1733,Nevada,1956,7,18,12,14,8,1959,32,12,8,0,0,0,1,0,0,1,0
1734,Nevada,1957,7,18,12,14,8,1959,32,12,8,0,0,0,1,0,0,1,0
1735,Nevada,1958,7,18,12,14,8,1959,32,12,8,0,0,0,1,0,0,1,0
1736,Nevada,1959,7,17,12,14,8,1965,32,12,8,0,0,0,1,0,0,1,0
1737,Nevada,1960,7,17,12,14,8,1965,32,12,8,0,0,0,1,0,0,1,0
1738,Nevada,1961,7,17,12,14,8,1965,32,12,8,0,0,0,1,0,0,1,0
1739,Nevada,1962,7,17,12,14,8,1965,32,12,8,0,0,0,1,0,0,1,0
1740,Nevada,1963,7,17,12,14,8,1965,32,12,8,0,0,0,1,0,0,1,0
1741,Nevada,1964,7,17,12,14,8,1965,32,12,8,0,0,0,1,0,0,1,0
1742,Nevada,1965,7,17,12,14,8,1972,32,12,8,0,0,0,1,0,0,1,0
1743,Nevada,1966,7,17,12,14,8,1972,32,12,8,0,0,0,1,0,0,1,0
1744,Nevada,1967,7,17,12,14,8,1972,32,12,8,0,0,0,1,0,0,1,0
1745,Nevada,1968,7,17,12,14,8,1972,32,12,8,0,0,0,1,0,0,1,0
1746,Nevada,1969,7,17,12,14,8,1972,32,12,8,0,0,0,1,0,0,1,0
1747,Nevada,1970,7,17,12,14,8,1972,32,12,8,0,0,0,1,0,0,1,0
1748,Nevada,1971,7,17,12,14,8,1972,32,12,8,0,0,0,1,0,0,1,0
1749,Nevada,1972,7,17,12,14,8,1978,32,12,8,0,0,0,1,0,0,1,0
1750,Nevada,1973,7,17,12,14,8,1978,32,12,8,0,0,0,1,0,0,1,0
1751,Nevada,1974,7,17,12,14,8,1978,32,12,8,0,0,0,1,0,0,1,0
1752,Nevada,1975,7,17,12,14,8,1978,32,12,8,0,0,0,1,0,0,1,0
1753,Nevada,1976,7,17,12,14,8,1978,32,12,8,0,0,0,1,0,0,1,0
1754,Nevada,1977,7,17,12,14,8,1978,32,12,8,0,0,0,1,0,0,1,0
1755,Nevada,1978,7,17,12,14,8,1979,32,12,8,0,0,0,1,0,0,1,0
1756,NewHamps,1914,8,14,8,14,0,1917,33,8,6,1,0,0,0,1,0,0,0
1757,NewHamps,1915,8,14,8,14,0,1917,33,8,6,1,0,0,0,1,0,0,0
1758,NewHamps,1916,8,14,8,14,0,1917,33,8,6,1,0,0,0,1,0,0,0
1759,NewHamps,1917,8,16,0,14,0,1921,33,8,6,1,0,0,0,1,0,0,0
1760,NewHamps,1918,8,16,0,14,0,1921,33,8,6,1,0,0,0,1,0,0,0
1761,NewHamps,1919,8,16,0,14,0,1921,33,8,6,1,0,0,0,1,0,0,0
1762,NewHamps,1920,8,16,0,14,0,1921,33,8,6,1,0,0,0,1,0,0,0
1763,NewHamps,1921,8,16,6,14,0,1924,33,8,6,1,0,0,0,1,0,0,0
1764,NewHamps,1922,8,16,6,14,0,1924,33,8,6,1,0,0,0,1,0,0,0
1765,NewHamps,1923,8,16,6,14,0,1924,33,8,6,1,0,0,0,1,0,0,0
1766,NewHamps,1924,8,16,6,14,0,1929,33,8,6,1,0,0,0,1,0,0,0
1767,NewHamps,1925,8,16,6,14,0,1929,33,8,6,1,0,0,0,1,0,0,0
1768,NewHamps,1926,8,16,6,14,0,1929,33,8,6,1,0,0,0,1,0,0,0
1769,NewHamps,1927,8,16,6,14,0,1929,33,8,6,1,0,0,0,1,0,0,0
1770,NewHamps,1928,8,16,6,14,0,1929,33,8,6,1,0,0,0,1,0,0,0
1771,NewHamps,1929,8,16,6,14,0,1935,33,8,6,1,0,0,0,1,0,0,0
1772,NewHamps,1930,8,16,6,14,0,1935,33,8,6,1,0,0,0,1,0,0,0
1773,NewHamps,1931,8,16,6,14,0,1935,33,8,6,1,0,0,0,1,0,0,0
1774,NewHamps,1932,8,16,6,14,0,1935,33,8,6,1,0,0,0,1,0,0,0
1775,NewHamps,1933,8,16,6,14,0,1935,33,8,6,1,0,0,0,1,0,0,0
1776,NewHamps,1934,8,16,6,14,0,1935,33,8,6,1,0,0,0,1,0,0,0
1777,NewHamps,1935,8,16,8,14,0,1939,33,8,6,1,0,0,0,1,0,0,0
1778,NewHamps,1936,8,16,8,14,0,1939,33,8,6,1,0,0,0,1,0,0,0
1779,NewHamps,1937,8,16,8,14,0,1939,33,8,6,1,0,0,0,1,0,0,0
1780,NewHamps,1938,8,16,8,14,0,1939,33,8,6,1,0,0,0,1,0,0,0
1781,NewHamps,1939,8,16,8,14,0,1946,33,8,6,1,0,0,0,1,0,0,0
1782,NewHamps,1940,8,16,8,14,0,1946,33,8,6,1,0,0,0,1,0,0,0
1783,NewHamps,1941,8,16,8,14,0,1946,33,8,6,1,0,0,0,1,0,0,0
1784,NewHamps,1942,8,16,8,14,0,1946,33,8,6,1,0,0,0,1,0,0,0
1785,NewHamps,1943,8,16,8,14,0,1946,33,8,6,1,0,0,0,1,0,0,0
1786,NewHamps,1944,8,16,8,14,0,1946,33,8,6,1,0,0,0,1,0,0,0
1787,NewHamps,1945,8,16,8,14,0,1946,33,8,6,1,0,0,0,1,0,0,0
1788,NewHamps,1946,8,16,6,14,0,1950,33,8,6,1,0,0,0,1,0,0,0
1789,NewHamps,1947,8,16,6,14,0,1950,33,8,6,1,0,0,0,1,0,0,0
1790,NewHamps,1948,8,16,6,14,0,1950,33,8,6,1,0,0,0,1,0,0,0
1791,NewHamps,1949,8,16,6,14,0,1950,33,8,6,1,0,0,0,1,0,0,0
1792,NewHamps,1950,8,16,6,14,0,1954,33,8,6,1,0,0,0,1,0,0,0
1793,NewHamps,1951,8,16,6,14,0,1954,33,8,6,1,0,0,0,1,0,0,0
1794,NewHamps,1952,8,16,6,14,0,1954,33,8,6,1,0,0,0,1,0,0,0
1795,NewHamps,1953,8,16,6,14,0,1954,33,8,6,1,0,0,0,1,0,0,0
1796,NewHamps,1954,6,16,0,14,0,1959,33,10,8,0,0,1,0,0,0,1,0
1797,NewHamps,1955,6,16,0,14,0,1959,33,10,8,0,0,1,0,0,0,1,0
1798,NewHamps,1956,6,16,0,14,0,1959,33,10,8,0,0,1,0,0,0,1,0
1799,NewHamps,1957,6,16,0,14,0,1959,33,10,8,0,0,1,0,0,0,1,0
1800,NewHamps,1958,6,16,0,14,0,1959,33,10,8,0,0,1,0,0,0,1,0
1801,NewHamps,1959,6,16,6,14,0,1965,33,10,8,0,0,1,0,0,0,1,0
1802,NewHamps,1960,6,16,6,14,0,1965,33,10,8,0,0,1,0,0,0,1,0
1803,NewHamps,1961,6,16,6,14,0,1965,33,10,8,0,0,1,0,0,0,1,0
1804,NewHamps,1962,6,16,6,14,0,1965,33,10,8,0,0,1,0,0,0,1,0
1805,NewHamps,1963,6,16,6,14,0,1965,33,10,8,0,0,1,0,0,0,1,0
1806,NewHamps,1964,6,16,6,14,0,1965,33,10,8,0,0,1,0,0,0,1,0
1807,NewHamps,1965,6,16,6,14,0,1972,33,10,8,0,0,1,0,0,0,1,0
1808,NewHamps,1966,6,16,6,14,0,1972,33,10,8,0,0,1,0,0,0,1,0
1809,NewHamps,1967,6,16,6,14,0,1972,33,10,8,0,0,1,0,0,0,1,0
1810,NewHamps,1968,6,16,6,14,0,1972,33,10,8,0,0,1,0,0,0,1,0
1811,NewHamps,1969,6,16,6,14,0,1972,33,10,8,0,0,1,0,0,0,1,0
1812,NewHamps,1970,6,16,6,14,0,1972,33,10,8,0,0,1,0,0,0,1,0
1813,NewHamps,1971,6,16,6,14,0,1972,33,10,8,0,0,1,0,0,0,1,0
1814,NewHamps,1972,6,16,6,14,0,1978,33,10,8,0,0,1,0,0,0,1,0
1815,NewHamps,1973,6,16,6,14,0,1978,33,10,8,0,0,1,0,0,0,1,0
1816,NewHamps,1974,6,16,6,14,0,1978,33,10,8,0,0,1,0,0,0,1,0
1817,NewHamps,1975,6,16,6,14,0,1978,33,10,8,0,0,1,0,0,0,1,0
1818,NewHamps,1976,6,16,6,14,0,1978,33,10,8,0,0,1,0,0,0,1,0
1819,NewHamps,1977,6,16,6,14,0,1978,33,10,8,0,0,1,0,0,0,1,0
1820,NewHamps,1978,6,16,8,12,0,1979,33,10,6,0,0,1,0,1,0,0,0
1821,NewJerse,1914,7,16,0,14,5,1917,34,9,7,0,1,0,0,0,1,0,0
1822,NewJerse,1915,7,16,0,14,5,1917,34,9,7,0,1,0,0,0,1,0,0
1823,NewJerse,1916,7,16,0,14,5,1917,34,9,7,0,1,0,0,0,1,0,0
1824,NewJerse,1917,7,16,0,14,5,1921,34,9,7,0,1,0,0,0,1,0,0
1825,NewJerse,1918,7,16,0,14,5,1921,34,9,7,0,1,0,0,0,1,0,0
1826,NewJerse,1919,7,16,0,14,5,1921,34,9,7,0,1,0,0,0,1,0,0
1827,NewJerse,1920,7,16,0,14,5,1921,34,9,7,0,1,0,0,0,1,0,0
1828,NewJerse,1921,7,16,0,14,5,1924,34,9,7,0,1,0,0,0,1,0,0
1829,NewJerse,1922,7,16,0,14,5,1924,34,9,7,0,1,0,0,0,1,0,0
1830,NewJerse,1923,7,16,0,14,5,1924,34,9,7,0,1,0,0,0,1,0,0
1831,NewJerse,1924,7,16,0,14,5,1929,34,9,7,0,1,0,0,0,1,0,0
1832,NewJerse,1925,7,16,0,14,5,1929,34,9,7,0,1,0,0,0,1,0,0
1833,NewJerse,1926,7,16,0,14,5,1929,34,9,7,0,1,0,0,0,1,0,0
1834,NewJerse,1927,7,16,0,14,5,1929,34,9,7,0,1,0,0,0,1,0,0
1835,NewJerse,1928,7,16,0,14,5,1929,34,9,7,0,1,0,0,0,1,0,0
1836,NewJerse,1929,7,16,0,14,6,1935,34,9,7,0,1,0,0,0,1,0,0
1837,NewJerse,1930,7,16,0,14,6,1935,34,9,7,0,1,0,0,0,1,0,0
1838,NewJerse,1931,7,16,0,14,6,1935,34,9,7,0,1,0,0,0,1,0,0
1839,NewJerse,1932,7,16,0,14,6,1935,34,9,7,0,1,0,0,0,1,0,0
1840,NewJerse,1933,7,16,0,14,6,1935,34,9,7,0,1,0,0,0,1,0,0
1841,NewJerse,1934,7,16,0,14,6,1935,34,9,7,0,1,0,0,0,1,0,0
1842,NewJerse,1935,7,16,0,14,8,1939,34,9,8,0,1,0,0,0,0,1,0
1843,NewJerse,1936,7,16,0,14,8,1939,34,9,8,0,1,0,0,0,0,1,0
1844,NewJerse,1937,7,16,0,14,8,1939,34,9,8,0,1,0,0,0,0,1,0
1845,NewJerse,1938,7,16,0,14,8,1939,34,9,8,0,1,0,0,0,0,1,0
1846,NewJerse,1939,7,16,0,14,8,1946,34,9,8,0,1,0,0,0,0,1,0
1847,NewJerse,1940,7,16,0,14,8,1946,34,9,8,0,1,0,0,0,0,1,0
1848,NewJerse,1941,7,16,0,14,8,1946,34,9,8,0,1,0,0,0,0,1,0
1849,NewJerse,1942,7,16,0,14,8,1946,34,9,8,0,1,0,0,0,0,1,0
1850,NewJerse,1943,7,16,0,14,8,1946,34,9,8,0,1,0,0,0,0,1,0
1851,NewJerse,1944,7,16,0,14,8,1946,34,9,8,0,1,0,0,0,0,1,0
1852,NewJerse,1945,7,16,0,14,8,1946,34,9,8,0,1,0,0,0,0,1,0
1853,NewJerse,1946,7,16,0,16,0,1950,34,9,9,0,1,0,0,0,0,0,1
1854,NewJerse,1947,7,16,0,16,0,1950,34,9,9,0,1,0,0,0,0,0,1
1855,NewJerse,1948,7,16,0,16,0,1950,34,9,9,0,1,0,0,0,0,0,1
1856,NewJerse,1949,7,16,0,16,0,1950,34,9,9,0,1,0,0,0,0,0,1
1857,NewJerse,1950,7,16,0,16,0,1954,34,9,9,0,1,0,0,0,0,0,1
1858,NewJerse,1951,7,16,0,16,0,1954,34,9,9,0,1,0,0,0,0,0,1
1859,NewJerse,1952,7,16,0,16,0,1954,34,9,9,0,1,0,0,0,0,0,1
1860,NewJerse,1953,7,16,0,16,0,1954,34,9,9,0,1,0,0,0,0,0,1
1861,NewJerse,1954,7,16,8,16,6,1959,34,9,9,0,1,0,0,0,0,0,1
1862,NewJerse,1955,7,16,8,16,6,1959,34,9,9,0,1,0,0,0,0,0,1
1863,NewJerse,1956,7,16,8,16,6,1959,34,9,9,0,1,0,0,0,0,0,1
1864,NewJerse,1957,7,16,8,16,6,1959,34,9,9,0,1,0,0,0,0,0,1
1865,NewJerse,1958,7,16,8,16,6,1959,34,9,9,0,1,0,0,0,0,0,1
1866,NewJerse,1959,7,16,0,16,0,1965,34,9,9,0,1,0,0,0,0,0,1
1867,NewJerse,1960,7,16,0,16,0,1965,34,9,9,0,1,0,0,0,0,0,1
1868,NewJerse,1961,7,16,0,16,0,1965,34,9,9,0,1,0,0,0,0,0,1
1869,NewJerse,1962,7,16,0,16,0,1965,34,9,9,0,1,0,0,0,0,0,1
1870,NewJerse,1963,7,16,0,16,0,1965,34,9,9,0,1,0,0,0,0,0,1
1871,NewJerse,1964,7,16,0,16,0,1965,34,9,9,0,1,0,0,0,0,0,1
1872,NewJerse,1965,6,16,0,16,0,1972,34,10,10,0,0,1,0,0,0,0,1
1873,NewJerse,1966,6,16,0,16,0,1972,34,10,10,0,0,1,0,0,0,0,1
1874,NewJerse,1967,6,16,0,16,0,1972,34,10,10,0,0,1,0,0,0,0,1
1875,NewJerse,1968,6,16,0,16,0,1972,34,10,10,0,0,1,0,0,0,0,1
1876,NewJerse,1969,6,16,0,16,0,1972,34,10,10,0,0,1,0,0,0,0,1
1877,NewJerse,1970,6,16,0,16,0,1972,34,10,10,0,0,1,0,0,0,0,1
1878,NewJerse,1971,6,16,0,16,0,1972,34,10,10,0,0,1,0,0,0,0,1
1879,NewJerse,1972,6,16,0,16,0,1978,34,10,10,0,0,1,0,0,0,0,1
1880,NewJerse,1973,6,16,0,16,0,1978,34,10,10,0,0,1,0,0,0,0,1
1881,NewJerse,1974,6,16,0,16,0,1978,34,10,10,0,0,1,0,0,0,0,1
1882,NewJerse,1975,6,16,0,16,0,1978,34,10,10,0,0,1,0,0,0,0,1
1883,NewJerse,1976,6,16,0,16,0,1978,34,10,10,0,0,1,0,0,0,0,1
1884,NewJerse,1977,6,16,0,16,0,1978,34,10,10,0,0,1,0,0,0,0,1
1885,NewJerse,1978,6,16,0,16,0,1979,34,10,10,0,0,1,0,0,0,0,1
1886,NewMexic,1914,7,14,0,0,0,1917,35,7,0,1,0,0,0,1,0,0,0
1887,NewMexic,1915,7,14,0,0,0,1917,35,7,0,1,0,0,0,1,0,0,0
1888,NewMexic,1916,7,14,0,0,0,1917,35,7,0,1,0,0,0,1,0,0,0
1889,NewMexic,1917,7,14,0,0,0,1921,35,7,0,1,0,0,0,1,0,0,0
1890,NewMexic,1918,7,14,0,0,0,1921,35,7,0,1,0,0,0,1,0,0,0
1891,NewMexic,1919,7,14,0,0,0,1921,35,7,0,1,0,0,0,1,0,0,0
1892,NewMexic,1920,7,14,0,0,0,1921,35,7,0,1,0,0,0,1,0,0,0
1893,NewMexic,1921,6,16,0,0,0,1924,35,10,0,0,0,1,0,1,0,0,0
1894,NewMexic,1922,6,16,0,0,0,1924,35,10,0,0,0,1,0,1,0,0,0
1895,NewMexic,1923,6,16,0,0,0,1924,35,10,0,0,0,1,0,1,0,0,0
1896,NewMexic,1924,6,16,0,14,0,1929,35,10,8,0,0,1,0,0,0,1,0
1897,NewMexic,1925,6,16,0,14,0,1929,35,10,8,0,0,1,0,0,0,1,0
1898,NewMexic,1926,6,16,0,14,0,1929,35,10,8,0,0,1,0,0,0,1,0
1899,NewMexic,1927,6,16,0,14,0,1929,35,10,8,0,0,1,0,0,0,1,0
1900,NewMexic,1928,6,16,0,14,0,1929,35,10,8,0,0,1,0,0,0,1,0
1901,NewMexic,1929,6,16,0,14,0,1935,35,10,8,0,0,1,0,0,0,1,0
1902,NewMexic,1930,6,16,0,14,0,1935,35,10,8,0,0,1,0,0,0,1,0
1903,NewMexic,1931,6,16,0,14,0,1935,35,10,8,0,0,1,0,0,0,1,0
1904,NewMexic,1932,6,16,0,14,0,1935,35,10,8,0,0,1,0,0,0,1,0
1905,NewMexic,1933,6,16,0,14,0,1935,35,10,8,0,0,1,0,0,0,1,0
1906,NewMexic,1934,6,16,0,14,0,1935,35,10,8,0,0,1,0,0,0,1,0
1907,NewMexic,1935,6,16,0,14,0,1939,35,10,8,0,0,1,0,0,0,1,0
1908,NewMexic,1936,6,16,0,14,0,1939,35,10,8,0,0,1,0,0,0,1,0
1909,NewMexic,1937,6,16,0,14,0,1939,35,10,8,0,0,1,0,0,0,1,0
1910,NewMexic,1938,6,16,0,14,0,1939,35,10,8,0,0,1,0,0,0,1,0
1911,NewMexic,1939,6,16,0,14,0,1946,35,10,8,0,0,1,0,0,0,1,0
1912,NewMexic,1940,6,16,0,14,0,1946,35,10,8,0,0,1,0,0,0,1,0
1913,NewMexic,1941,6,16,0,14,0,1946,35,10,8,0,0,1,0,0,0,1,0
1914,NewMexic,1942,6,16,0,14,0,1946,35,10,8,0,0,1,0,0,0,1,0
1915,NewMexic,1943,6,16,0,14,0,1946,35,10,8,0,0,1,0,0,0,1,0
1916,NewMexic,1944,6,16,0,14,0,1946,35,10,8,0,0,1,0,0,0,1,0
1917,NewMexic,1945,6,16,0,14,0,1946,35,10,8,0,0,1,0,0,0,1,0
1918,NewMexic,1946,6,17,0,14,0,1950,35,11,8,0,0,0,1,0,0,1,0
1919,NewMexic,1947,6,17,0,14,0,1950,35,11,8,0,0,0,1,0,0,1,0
1920,NewMexic,1948,6,17,0,14,0,1950,35,11,8,0,0,0,1,0,0,1,0
1921,NewMexic,1949,6,17,0,14,0,1950,35,11,8,0,0,0,1,0,0,1,0
1922,NewMexic,1950,6,17,12,14,0,1954,35,12,8,0,0,0,1,0,0,1,0
1923,NewMexic,1951,6,17,12,14,0,1954,35,12,8,0,0,0,1,0,0,1,0
1924,NewMexic,1952,6,17,12,14,0,1954,35,12,8,0,0,0,1,0,0,1,0
